기준_년월_코드,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수
201810,1744,희우정로16길,CS300011,화장품,1
201810,1744,희우정로16길,CS300010,문구점,5
201810,1744,희우정로16길,CS300009,약국,1
201810,1744,희우정로16길,CS300008,패션잡화,1
201810,1744,희우정로16길,CS300007,의류점,8
201810,1744,희우정로16길,CS300005,정육점,1
201810,1744,희우정로16길,CS300002,편의점,1
201810,1744,희우정로16길,CS300001,슈퍼마켓,4
201810,1744,희우정로16길,CS200021,자동차수리,2
201810,1744,희우정로16길,CS200020,세탁소,1
201810,1744,희우정로16길,CS200019,여관업,1
201810,1744,희우정로16길,CS200018,피부관리실,3
201810,1744,희우정로16길,CS200016,미용실,11
201810,1744,희우정로16길,CS200012,당구장,1
201810,1744,희우정로16길,CS200010,노래방,1
201810,1744,희우정로16길,CS200009,인테리어,7
201810,1744,희우정로16길,CS200008,부동산중개업,12
201810,1744,희우정로16길,CS200007,보육시설,4
201810,1744,희우정로16길,CS200006,일반의원,1
201810,1744,희우정로16길,CS200003,예체능학원,4
201810,1744,희우정로16길,CS200001,입시보습학원,2
201810,1744,희우정로16길,CS100010,호프간이주점,4
201810,1744,희우정로16길,CS100009,커피음료,14
201810,1744,희우정로16길,CS100008,제과점,3
201810,1744,희우정로16길,CS100007,치킨집,1
201810,1744,희우정로16길,CS100006,패스트푸드점,1
201810,1744,희우정로16길,CS100005,분식집,2
201810,1744,희우정로16길,CS100004,양식집,4
201810,1744,희우정로16길,CS100002,중국집,2
201810,1744,희우정로16길,CS100001,한식음식점,3
201810,1743,휘경로3길,CS300011,화장품,4
201810,1743,휘경로3길,CS300010,문구점,1
201810,1743,휘경로3길,CS300009,약국,4
201810,1743,휘경로3길,CS300008,패션잡화,9
201810,1743,휘경로3길,CS300007,의류점,3
201810,1743,휘경로3길,CS300005,정육점,1
201810,1743,휘경로3길,CS300004,휴대폰,2
201810,1743,휘경로3길,CS300002,편의점,2
201810,1743,휘경로3길,CS300001,슈퍼마켓,2
201810,1743,휘경로3길,CS200020,세탁소,2
201810,1743,휘경로3길,CS200019,여관업,1
201810,1743,휘경로3길,CS200018,피부관리실,3
201810,1743,휘경로3길,CS200017,네일숍,3
201810,1743,휘경로3길,CS200016,미용실,16
201810,1743,휘경로3길,CS200014,헬스클럽,3
201810,1743,휘경로3길,CS200012,당구장,1
201810,1743,휘경로3길,CS200011,PC방,6
201810,1743,휘경로3길,CS200010,노래방,4
201810,1743,휘경로3길,CS200009,인테리어,5
201810,1743,휘경로3길,CS200008,부동산중개업,6
201810,1743,휘경로3길,CS200006,일반의원,3
201810,1743,휘경로3길,CS200005,한의원,2
201810,1743,휘경로3길,CS200004,치과의원,3
201810,1743,휘경로3길,CS200003,예체능학원,4
201810,1743,휘경로3길,CS200001,입시보습학원,2
201810,1743,휘경로3길,CS100010,호프간이주점,10
201810,1743,휘경로3길,CS100009,커피음료,3
201810,1743,휘경로3길,CS100008,제과점,1
201810,1743,휘경로3길,CS100007,치킨집,1
201810,1743,휘경로3길,CS100006,패스트푸드점,0
201810,1743,휘경로3길,CS100005,분식집,7
201810,1743,휘경로3길,CS100004,양식집,2
201810,1743,휘경로3길,CS100003,일식집,2
201810,1743,휘경로3길,CS100002,중국집,5
201810,1743,휘경로3길,CS100001,한식음식점,1
201810,1742,휘경로2길,CS300011,화장품,2
201810,1742,휘경로2길,CS300009,약국,2
201810,1742,휘경로2길,CS300008,패션잡화,2
201810,1742,휘경로2길,CS300007,의류점,3
201810,1742,휘경로2길,CS300006,과일채소,2
201810,1742,휘경로2길,CS300004,휴대폰,1
201810,1742,휘경로2길,CS300002,편의점,1
201810,1742,휘경로2길,CS300001,슈퍼마켓,2
201810,1742,휘경로2길,CS200019,여관업,1
201810,1742,휘경로2길,CS200018,피부관리실,2
201810,1742,휘경로2길,CS200017,네일숍,2
201810,1742,휘경로2길,CS200016,미용실,10
201810,1742,휘경로2길,CS200011,PC방,1
201810,1742,휘경로2길,CS200010,노래방,4
201810,1742,휘경로2길,CS200009,인테리어,2
201810,1742,휘경로2길,CS200008,부동산중개업,6
201810,1742,휘경로2길,CS200006,일반의원,2
201810,1742,휘경로2길,CS200005,한의원,1
201810,1742,휘경로2길,CS200004,치과의원,3
201810,1742,휘경로2길,CS200003,예체능학원,1
201810,1742,휘경로2길,CS200002,외국어학원,1
201810,1742,휘경로2길,CS200001,입시보습학원,3
201810,1742,휘경로2길,CS100010,호프간이주점,27
201810,1742,휘경로2길,CS100009,커피음료,10
201810,1742,휘경로2길,CS100007,치킨집,2
201810,1742,휘경로2길,CS100006,패스트푸드점,3
201810,1742,휘경로2길,CS100005,분식집,8
201810,1742,휘경로2길,CS100004,양식집,9
201810,1742,휘경로2길,CS100003,일식집,6
201810,1742,휘경로2길,CS100002,중국집,5
201810,1742,휘경로2길,CS100001,한식음식점,6
201810,1741,휘경로23길,CS300011,화장품,2
201810,1741,휘경로23길,CS300010,문구점,1
201810,1741,휘경로23길,CS300009,약국,2
201810,1741,휘경로23길,CS300008,패션잡화,1
201810,1741,휘경로23길,CS300007,의류점,3
201810,1741,휘경로23길,CS300006,과일채소,2
201810,1741,휘경로23길,CS300005,정육점,4
201810,1741,휘경로23길,CS300003,컴퓨터판매수리,1
201810,1741,휘경로23길,CS300001,슈퍼마켓,1
201810,1741,휘경로23길,CS200020,세탁소,1
201810,1741,휘경로23길,CS200016,미용실,5
201810,1741,휘경로23길,CS200009,인테리어,2
201810,1741,휘경로23길,CS200007,보육시설,3
201810,1741,휘경로23길,CS200006,일반의원,2
201810,1741,휘경로23길,CS100007,치킨집,0
201810,1741,휘경로23길,CS100006,패스트푸드점,1
201810,1741,휘경로23길,CS100005,분식집,2
201810,1741,휘경로23길,CS100004,양식집,1
201810,1741,휘경로23길,CS100001,한식음식점,1
201810,1740,휘경로14길,CS300011,화장품,1
201810,1740,휘경로14길,CS300010,문구점,1
201810,1740,휘경로14길,CS300009,약국,1
201810,1740,휘경로14길,CS300008,패션잡화,3
201810,1740,휘경로14길,CS300007,의류점,1
201810,1740,휘경로14길,CS300004,휴대폰,1
201810,1740,휘경로14길,CS300002,편의점,1
201810,1740,휘경로14길,CS300001,슈퍼마켓,1
201810,1740,휘경로14길,CS200020,세탁소,1
201810,1740,휘경로14길,CS200016,미용실,8
201810,1740,휘경로14길,CS200010,노래방,3
201810,1740,휘경로14길,CS200008,부동산중개업,7
201810,1740,휘경로14길,CS200007,보육시설,3
201810,1740,휘경로14길,CS200006,일반의원,1
201810,1740,휘경로14길,CS100010,호프간이주점,2
201810,1740,휘경로14길,CS100009,커피음료,1
201810,1740,휘경로14길,CS100007,치킨집,0
201810,1740,휘경로14길,CS100005,분식집,1
201810,1740,휘경로14길,CS100003,일식집,1
201810,1739,휘경로11가길,CS300010,문구점,2
201810,1739,휘경로11가길,CS300008,패션잡화,1
201810,1739,휘경로11가길,CS300005,정육점,1
201810,1739,휘경로11가길,CS200016,미용실,2
201810,1739,휘경로11가길,CS200008,부동산중개업,2
201810,1739,휘경로11가길,CS200007,보육시설,2
201810,1739,휘경로11가길,CS200005,한의원,1
201810,1739,휘경로11가길,CS100010,호프간이주점,1
201810,1738,휘경로10길,CS300008,패션잡화,1
201810,1738,휘경로10길,CS200020,세탁소,2
201810,1738,휘경로10길,CS200018,피부관리실,1
201810,1738,휘경로10길,CS200009,인테리어,1
201810,1738,휘경로10길,CS200008,부동산중개업,1
201810,1738,휘경로10길,CS200003,예체능학원,1
201810,1738,휘경로10길,CS200001,입시보습학원,1
201810,1738,휘경로10길,CS100010,호프간이주점,3
201810,1738,휘경로10길,CS100009,커피음료,1
201810,1738,휘경로10길,CS100008,제과점,1
201810,1737,후암로57길,CS300010,문구점,1
201810,1737,후암로57길,CS300009,약국,1
201810,1737,후암로57길,CS300007,의류점,2
201810,1737,후암로57길,CS300005,정육점,1
201810,1737,후암로57길,CS300002,편의점,1
201810,1737,후암로57길,CS200021,자동차수리,1
201810,1737,후암로57길,CS200019,여관업,4
201810,1737,후암로57길,CS200016,미용실,1
201810,1737,후암로57길,CS200014,헬스클럽,1
201810,1737,후암로57길,CS200012,당구장,4
201810,1737,후암로57길,CS200010,노래방,2
201810,1737,후암로57길,CS200009,인테리어,1
201810,1737,후암로57길,CS200007,보육시설,3
201810,1737,후암로57길,CS200006,일반의원,1
201810,1737,후암로57길,CS200004,치과의원,2
201810,1737,후암로57길,CS200003,예체능학원,2
201810,1737,후암로57길,CS200001,입시보습학원,1
201810,1737,후암로57길,CS100010,호프간이주점,4
201810,1737,후암로57길,CS100009,커피음료,5
201810,1737,후암로57길,CS100007,치킨집,0
201810,1737,후암로57길,CS100005,분식집,3
201810,1737,후암로57길,CS100004,양식집,1
201810,1737,후암로57길,CS100003,일식집,3
201810,1737,후암로57길,CS100002,중국집,2
201810,1737,후암로57길,CS100001,한식음식점,2
201810,1736,후암로4길,CS300011,화장품,1
201810,1736,후암로4길,CS300010,문구점,1
201810,1736,후암로4길,CS300008,패션잡화,3
201810,1736,후암로4길,CS300007,의류점,3
201810,1736,후암로4길,CS300006,과일채소,1
201810,1736,후암로4길,CS300005,정육점,1
201810,1736,후암로4길,CS300004,휴대폰,1
201810,1736,후암로4길,CS300002,편의점,0
201810,1736,후암로4길,CS300001,슈퍼마켓,1
201810,1736,후암로4길,CS200021,자동차수리,3
201810,1736,후암로4길,CS200020,세탁소,2
201810,1736,후암로4길,CS200019,여관업,3
201810,1736,후암로4길,CS200016,미용실,6
201810,1736,후암로4길,CS200013,골프연습장,1
201810,1736,후암로4길,CS200009,인테리어,2
201810,1736,후암로4길,CS200008,부동산중개업,13
201810,1736,후암로4길,CS200007,보육시설,4
201810,1736,후암로4길,CS200003,예체능학원,4
201810,1736,후암로4길,CS200001,입시보습학원,1
201810,1736,후암로4길,CS100010,호프간이주점,1
201810,1736,후암로4길,CS100009,커피음료,7
201810,1736,후암로4길,CS100005,분식집,5
201810,1736,후암로4길,CS100004,양식집,1
201810,1736,후암로4길,CS100003,일식집,2
201810,1736,후암로4길,CS100002,중국집,1
201810,1735,후암로35길,CS300010,문구점,1
201810,1735,후암로35길,CS300009,약국,2
201810,1735,후암로35길,CS300008,패션잡화,3
201810,1735,후암로35길,CS300007,의류점,1
201810,1735,후암로35길,CS300006,과일채소,3
201810,1735,후암로35길,CS300005,정육점,6
201810,1735,후암로35길,CS300004,휴대폰,2
201810,1735,후암로35길,CS300002,편의점,0
201810,1735,후암로35길,CS300001,슈퍼마켓,8
201810,1735,후암로35길,CS200020,세탁소,2
201810,1735,후암로35길,CS200016,미용실,3
201810,1735,후암로35길,CS200012,당구장,1
201810,1735,후암로35길,CS200010,노래방,1
201810,1735,후암로35길,CS200009,인테리어,5
201810,1735,후암로35길,CS200008,부동산중개업,10
201810,1735,후암로35길,CS200007,보육시설,2
201810,1735,후암로35길,CS200006,일반의원,2
201810,1735,후암로35길,CS200004,치과의원,1
201810,1735,후암로35길,CS200003,예체능학원,5
201810,1735,후암로35길,CS200002,외국어학원,1
201810,1735,후암로35길,CS200001,입시보습학원,1
201810,1735,후암로35길,CS100010,호프간이주점,4
201810,1735,후암로35길,CS100009,커피음료,2
201810,1735,후암로35길,CS100008,제과점,1
201810,1735,후암로35길,CS100005,분식집,2
201810,1735,후암로35길,CS100003,일식집,1
201810,1735,후암로35길,CS100001,한식음식점,1
201810,1734,후암로30길,CS300010,문구점,1
201810,1734,후암로30길,CS300007,의류점,1
201810,1734,후암로30길,CS300005,정육점,2
201810,1734,후암로30길,CS300004,휴대폰,2
201810,1734,후암로30길,CS300002,편의점,0
201810,1734,후암로30길,CS200020,세탁소,1
201810,1734,후암로30길,CS200016,미용실,1
201810,1734,후암로30길,CS200008,부동산중개업,9
201810,1734,후암로30길,CS200005,한의원,1
201810,1734,후암로30길,CS200004,치과의원,1
201810,1734,후암로30길,CS200003,예체능학원,2
201810,1734,후암로30길,CS200002,외국어학원,1
201810,1734,후암로30길,CS200001,입시보습학원,2
201810,1734,후암로30길,CS100010,호프간이주점,1
201810,1734,후암로30길,CS100009,커피음료,4
201810,1734,후암로30길,CS100008,제과점,1
201810,1734,후암로30길,CS100007,치킨집,1
201810,1734,후암로30길,CS100006,패스트푸드점,0
201810,1734,후암로30길,CS100005,분식집,3
201810,1734,후암로30길,CS100003,일식집,1
201810,1733,후암로23길,CS300010,문구점,1
201810,1733,후암로23길,CS300009,약국,3
201810,1733,후암로23길,CS300007,의류점,1
201810,1733,후암로23길,CS300006,과일채소,2
201810,1733,후암로23길,CS300005,정육점,3
201810,1733,후암로23길,CS300004,휴대폰,1
201810,1733,후암로23길,CS300002,편의점,0
201810,1733,후암로23길,CS300001,슈퍼마켓,1
201810,1733,후암로23길,CS200021,자동차수리,1
201810,1733,후암로23길,CS200020,세탁소,1
201810,1733,후암로23길,CS200018,피부관리실,1
201810,1733,후암로23길,CS200016,미용실,1
201810,1733,후암로23길,CS200012,당구장,1
201810,1733,후암로23길,CS200010,노래방,2
201810,1733,후암로23길,CS200009,인테리어,3
201810,1733,후암로23길,CS200008,부동산중개업,9
201810,1733,후암로23길,CS200006,일반의원,3
201810,1733,후암로23길,CS200004,치과의원,1
201810,1733,후암로23길,CS200003,예체능학원,6
201810,1733,후암로23길,CS200002,외국어학원,2
201810,1733,후암로23길,CS100010,호프간이주점,2
201810,1733,후암로23길,CS100009,커피음료,2
201810,1733,후암로23길,CS100008,제과점,1
201810,1733,후암로23길,CS100005,분식집,2
201810,1733,후암로23길,CS100003,일식집,1
201810,1733,후암로23길,CS100002,중국집,1
201810,1732,후암로13길,CS300009,약국,1
201810,1732,후암로13길,CS300002,편의점,0
201810,1732,후암로13길,CS200016,미용실,1
201810,1732,후암로13길,CS200008,부동산중개업,1
201810,1732,후암로13길,CS200007,보육시설,1
201810,1732,후암로13길,CS200006,일반의원,2
201810,1732,후암로13길,CS200004,치과의원,2
201810,1732,후암로13길,CS200003,예체능학원,1
201810,1732,후암로13길,CS200002,외국어학원,1
201810,1732,후암로13길,CS200001,입시보습학원,1
201810,1732,후암로13길,CS100010,호프간이주점,1
201810,1732,후암로13길,CS100009,커피음료,1
201810,1732,후암로13길,CS100004,양식집,1
201810,1731,효창원로98길,CS300011,화장품,3
201810,1731,효창원로98길,CS300010,문구점,3
201810,1731,효창원로98길,CS300009,약국,2
201810,1731,효창원로98길,CS300008,패션잡화,1
201810,1731,효창원로98길,CS300007,의류점,2
201810,1731,효창원로98길,CS300006,과일채소,1
201810,1731,효창원로98길,CS300005,정육점,4
201810,1731,효창원로98길,CS300004,휴대폰,1
201810,1731,효창원로98길,CS300002,편의점,0
201810,1731,효창원로98길,CS200022,자동차미용,1
201810,1731,효창원로98길,CS200021,자동차수리,1
201810,1731,효창원로98길,CS200020,세탁소,6
201810,1731,효창원로98길,CS200019,여관업,1
201810,1731,효창원로98길,CS200018,피부관리실,1
201810,1731,효창원로98길,CS200016,미용실,16
201810,1731,효창원로98길,CS200010,노래방,1
201810,1731,효창원로98길,CS200009,인테리어,3
201810,1731,효창원로98길,CS200008,부동산중개업,14
201810,1731,효창원로98길,CS200007,보육시설,4
201810,1731,효창원로98길,CS200004,치과의원,1
201810,1731,효창원로98길,CS200003,예체능학원,3
201810,1731,효창원로98길,CS200002,외국어학원,2
201810,1731,효창원로98길,CS200001,입시보습학원,2
201810,1731,효창원로98길,CS100010,호프간이주점,5
201810,1731,효창원로98길,CS100009,커피음료,3
201810,1731,효창원로98길,CS100008,제과점,1
201810,1731,효창원로98길,CS100007,치킨집,0
201810,1731,효창원로98길,CS100006,패스트푸드점,3
201810,1731,효창원로98길,CS100005,분식집,6
201810,1731,효창원로98길,CS100004,양식집,1
201810,1731,효창원로98길,CS100003,일식집,1
201810,1731,효창원로98길,CS100002,중국집,1
201810,1731,효창원로98길,CS100001,한식음식점,1
201810,1730,효창원로95길,CS300011,화장품,1
201810,1730,효창원로95길,CS300009,약국,1
201810,1730,효창원로95길,CS300006,과일채소,1
201810,1730,효창원로95길,CS300002,편의점,0
201810,1730,효창원로95길,CS200022,자동차미용,1
201810,1730,효창원로95길,CS200016,미용실,3
201810,1730,효창원로95길,CS200009,인테리어,1
201810,1730,효창원로95길,CS200008,부동산중개업,3
201810,1730,효창원로95길,CS200007,보육시설,1
201810,1730,효창원로95길,CS100010,호프간이주점,2
201810,1730,효창원로95길,CS100007,치킨집,0
201810,1729,효창원로93길,CS300011,화장품,2
201810,1729,효창원로93길,CS300008,패션잡화,1
201810,1729,효창원로93길,CS300005,정육점,1
201810,1729,효창원로93길,CS300002,편의점,2
201810,1729,효창원로93길,CS200021,자동차수리,2
201810,1729,효창원로93길,CS200020,세탁소,1
201810,1729,효창원로93길,CS200016,미용실,4
201810,1729,효창원로93길,CS200015,노인요양시설,2
201810,1729,효창원로93길,CS200009,인테리어,2
201810,1729,효창원로93길,CS200008,부동산중개업,2
201810,1729,효창원로93길,CS200007,보육시설,1
201810,1729,효창원로93길,CS200003,예체능학원,2
201810,1729,효창원로93길,CS100010,호프간이주점,2
201810,1729,효창원로93길,CS100009,커피음료,4
201810,1729,효창원로93길,CS100008,제과점,1
201810,1729,효창원로93길,CS100007,치킨집,1
201810,1729,효창원로93길,CS100006,패스트푸드점,2
201810,1729,효창원로93길,CS100003,일식집,1
201810,1728,효창원로8길,CS300006,과일채소,2
201810,1728,효창원로8길,CS300005,정육점,1
201810,1728,효창원로8길,CS300002,편의점,0
201810,1728,효창원로8길,CS200021,자동차수리,1
201810,1728,효창원로8길,CS200018,피부관리실,1
201810,1728,효창원로8길,CS200016,미용실,2
201810,1728,효창원로8길,CS200014,헬스클럽,1
201810,1728,효창원로8길,CS200012,당구장,1
201810,1728,효창원로8길,CS200009,인테리어,3
201810,1728,효창원로8길,CS200008,부동산중개업,11
201810,1728,효창원로8길,CS200003,예체능학원,2
201810,1728,효창원로8길,CS200002,외국어학원,2
201810,1728,효창원로8길,CS200001,입시보습학원,2
201810,1728,효창원로8길,CS100009,커피음료,1
201810,1728,효창원로8길,CS100008,제과점,1
201810,1728,효창원로8길,CS100007,치킨집,0
201810,1728,효창원로8길,CS100006,패스트푸드점,1
201810,1728,효창원로8길,CS100005,분식집,1
201810,1727,효창원로70길,CS300011,화장품,2
201810,1727,효창원로70길,CS300010,문구점,4
201810,1727,효창원로70길,CS300004,휴대폰,1
201810,1727,효창원로70길,CS300002,편의점,1
201810,1727,효창원로70길,CS300001,슈퍼마켓,1
201810,1727,효창원로70길,CS200016,미용실,1
201810,1727,효창원로70길,CS200015,노인요양시설,1
201810,1727,효창원로70길,CS200008,부동산중개업,3
201810,1727,효창원로70길,CS200007,보육시설,1
201810,1727,효창원로70길,CS200003,예체능학원,3
201810,1727,효창원로70길,CS200002,외국어학원,1
201810,1727,효창원로70길,CS200001,입시보습학원,2
201810,1727,효창원로70길,CS100010,호프간이주점,2
201810,1727,효창원로70길,CS100008,제과점,1
201810,1727,효창원로70길,CS100006,패스트푸드점,1
201810,1727,효창원로70길,CS100005,분식집,2
201810,1727,효창원로70길,CS100004,양식집,1
201810,1727,효창원로70길,CS100002,중국집,1
201810,1726,효창원로69길,CS300011,화장품,1
201810,1726,효창원로69길,CS300010,문구점,9
201810,1726,효창원로69길,CS300008,패션잡화,4
201810,1726,효창원로69길,CS300004,휴대폰,2
201810,1726,효창원로69길,CS300002,편의점,0
201810,1726,효창원로69길,CS300001,슈퍼마켓,2
201810,1726,효창원로69길,CS200022,자동차미용,1
201810,1726,효창원로69길,CS200021,자동차수리,1
201810,1726,효창원로69길,CS200016,미용실,4
201810,1726,효창원로69길,CS200009,인테리어,1
201810,1726,효창원로69길,CS200008,부동산중개업,2
201810,1726,효창원로69길,CS200007,보육시설,1
201810,1726,효창원로69길,CS200005,한의원,2
201810,1726,효창원로69길,CS200004,치과의원,2
201810,1726,효창원로69길,CS200003,예체능학원,6
201810,1726,효창원로69길,CS200002,외국어학원,1
201810,1726,효창원로69길,CS200001,입시보습학원,2
201810,1726,효창원로69길,CS100010,호프간이주점,1
201810,1726,효창원로69길,CS100009,커피음료,2
201810,1726,효창원로69길,CS100008,제과점,0
201810,1726,효창원로69길,CS100007,치킨집,1
201810,1726,효창원로69길,CS100005,분식집,1
201810,1726,효창원로69길,CS100004,양식집,1
201810,1725,효창원로62길,CS300011,화장품,1
201810,1725,효창원로62길,CS300010,문구점,6
201810,1725,효창원로62길,CS300009,약국,1
201810,1725,효창원로62길,CS300008,패션잡화,1
201810,1725,효창원로62길,CS300006,과일채소,1
201810,1725,효창원로62길,CS300001,슈퍼마켓,2
201810,1725,효창원로62길,CS200021,자동차수리,1
201810,1725,효창원로62길,CS200018,피부관리실,1
201810,1725,효창원로62길,CS200016,미용실,1
201810,1725,효창원로62길,CS200009,인테리어,2
201810,1725,효창원로62길,CS200008,부동산중개업,11
201810,1725,효창원로62길,CS200007,보육시설,1
201810,1725,효창원로62길,CS200005,한의원,1
201810,1725,효창원로62길,CS200004,치과의원,1
201810,1725,효창원로62길,CS200003,예체능학원,1
201810,1725,효창원로62길,CS200002,외국어학원,1
201810,1725,효창원로62길,CS200001,입시보습학원,4
201810,1725,효창원로62길,CS100010,호프간이주점,0
201810,1725,효창원로62길,CS100009,커피음료,4
201810,1725,효창원로62길,CS100006,패스트푸드점,0
201810,1725,효창원로62길,CS100005,분식집,2
201810,1725,효창원로62길,CS100001,한식음식점,1
201810,1724,효창원로39길,CS300011,화장품,2
201810,1724,효창원로39길,CS300010,문구점,5
201810,1724,효창원로39길,CS300009,약국,2
201810,1724,효창원로39길,CS300008,패션잡화,4
201810,1724,효창원로39길,CS300007,의류점,5
201810,1724,효창원로39길,CS300006,과일채소,4
201810,1724,효창원로39길,CS300005,정육점,4
201810,1724,효창원로39길,CS300004,휴대폰,1
201810,1724,효창원로39길,CS300003,컴퓨터판매수리,1
201810,1724,효창원로39길,CS300002,편의점,0
201810,1724,효창원로39길,CS300001,슈퍼마켓,1
201810,1724,효창원로39길,CS200021,자동차수리,1
201810,1724,효창원로39길,CS200020,세탁소,0
201810,1724,효창원로39길,CS200016,미용실,11
201810,1724,효창원로39길,CS200015,노인요양시설,1
201810,1724,효창원로39길,CS200011,PC방,1
201810,1724,효창원로39길,CS200010,노래방,2
201810,1724,효창원로39길,CS200009,인테리어,4
201810,1724,효창원로39길,CS200008,부동산중개업,7
201810,1724,효창원로39길,CS200007,보육시설,2
201810,1724,효창원로39길,CS200006,일반의원,1
201810,1724,효창원로39길,CS200005,한의원,1
201810,1724,효창원로39길,CS200004,치과의원,1
201810,1724,효창원로39길,CS200003,예체능학원,1
201810,1724,효창원로39길,CS200001,입시보습학원,2
201810,1724,효창원로39길,CS100009,커피음료,5
201810,1724,효창원로39길,CS100008,제과점,1
201810,1724,효창원로39길,CS100007,치킨집,4
201810,1724,효창원로39길,CS100006,패스트푸드점,1
201810,1724,효창원로39길,CS100005,분식집,5
201810,1724,효창원로39길,CS100004,양식집,1
201810,1724,효창원로39길,CS100003,일식집,1
201810,1723,효령로74길,CS300011,화장품,3
201810,1723,효령로74길,CS300009,약국,1
201810,1723,효령로74길,CS300008,패션잡화,1
201810,1723,효령로74길,CS300004,휴대폰,1
201810,1723,효령로74길,CS300003,컴퓨터판매수리,1
201810,1723,효령로74길,CS300002,편의점,0
201810,1723,효령로74길,CS300001,슈퍼마켓,1
201810,1723,효령로74길,CS200021,자동차수리,2
201810,1723,효령로74길,CS200020,세탁소,2
201810,1723,효령로74길,CS200016,미용실,1
201810,1723,효령로74길,CS200011,PC방,1
201810,1723,효령로74길,CS200010,노래방,1
201810,1723,효령로74길,CS200009,인테리어,3
201810,1723,효령로74길,CS200008,부동산중개업,4
201810,1723,효령로74길,CS200006,일반의원,1
201810,1723,효령로74길,CS200004,치과의원,1
201810,1723,효령로74길,CS200003,예체능학원,2
201810,1723,효령로74길,CS200001,입시보습학원,1
201810,1723,효령로74길,CS100009,커피음료,2
201810,1723,효령로74길,CS100008,제과점,0
201810,1723,효령로74길,CS100006,패스트푸드점,1
201810,1723,효령로74길,CS100005,분식집,2
201810,1723,효령로74길,CS100004,양식집,1
201810,1723,효령로74길,CS100002,중국집,1
201810,1722,효령로68길,CS300011,화장품,1
201810,1722,효령로68길,CS300010,문구점,2
201810,1722,효령로68길,CS300009,약국,1
201810,1722,효령로68길,CS300008,패션잡화,2
201810,1722,효령로68길,CS300007,의류점,1
201810,1722,효령로68길,CS300005,정육점,1
201810,1722,효령로68길,CS300001,슈퍼마켓,1
201810,1722,효령로68길,CS200022,자동차미용,1
201810,1722,효령로68길,CS200021,자동차수리,0
201810,1722,효령로68길,CS200020,세탁소,2
201810,1722,효령로68길,CS200016,미용실,4
201810,1722,효령로68길,CS200009,인테리어,5
201810,1722,효령로68길,CS200008,부동산중개업,8
201810,1722,효령로68길,CS200006,일반의원,1
201810,1722,효령로68길,CS200002,외국어학원,1
201810,1722,효령로68길,CS200001,입시보습학원,1
201810,1722,효령로68길,CS100009,커피음료,2
201810,1722,효령로68길,CS100005,분식집,2
201810,1722,효령로68길,CS100002,중국집,1
201810,1722,효령로68길,CS100001,한식음식점,1
201810,1721,효령로67길,CS300011,화장품,11
201810,1721,효령로67길,CS300010,문구점,4
201810,1721,효령로67길,CS300009,약국,4
201810,1721,효령로67길,CS300008,패션잡화,5
201810,1721,효령로67길,CS300007,의류점,3
201810,1721,효령로67길,CS300004,휴대폰,3
201810,1721,효령로67길,CS300003,컴퓨터판매수리,3
201810,1721,효령로67길,CS300002,편의점,1
201810,1721,효령로67길,CS300001,슈퍼마켓,1
201810,1721,효령로67길,CS200021,자동차수리,10
201810,1721,효령로67길,CS200020,세탁소,5
201810,1721,효령로67길,CS200018,피부관리실,1
201810,1721,효령로67길,CS200016,미용실,6
201810,1721,효령로67길,CS200014,헬스클럽,1
201810,1721,효령로67길,CS200013,골프연습장,1
201810,1721,효령로67길,CS200011,PC방,1
201810,1721,효령로67길,CS200009,인테리어,5
201810,1721,효령로67길,CS200008,부동산중개업,16
201810,1721,효령로67길,CS200007,보육시설,5
201810,1721,효령로67길,CS200005,한의원,2
201810,1721,효령로67길,CS200003,예체능학원,3
201810,1721,효령로67길,CS100010,호프간이주점,1
201810,1721,효령로67길,CS100009,커피음료,11
201810,1721,효령로67길,CS100008,제과점,0
201810,1721,효령로67길,CS100005,분식집,0
201810,1721,효령로67길,CS100004,양식집,1
201810,1721,효령로67길,CS100001,한식음식점,3
201810,1720,효령로40길,CS300011,화장품,1
201810,1720,효령로40길,CS300010,문구점,1
201810,1720,효령로40길,CS300009,약국,1
201810,1720,효령로40길,CS300008,패션잡화,2
201810,1720,효령로40길,CS300007,의류점,3
201810,1720,효령로40길,CS300005,정육점,1
201810,1720,효령로40길,CS300002,편의점,0
201810,1720,효령로40길,CS200022,자동차미용,1
201810,1720,효령로40길,CS200020,세탁소,1
201810,1720,효령로40길,CS200016,미용실,9
201810,1720,효령로40길,CS200014,헬스클럽,1
201810,1720,효령로40길,CS200009,인테리어,1
201810,1720,효령로40길,CS200008,부동산중개업,7
201810,1720,효령로40길,CS200006,일반의원,1
201810,1720,효령로40길,CS200005,한의원,1
201810,1720,효령로40길,CS200004,치과의원,1
201810,1720,효령로40길,CS200003,예체능학원,1
201810,1720,효령로40길,CS200002,외국어학원,2
201810,1720,효령로40길,CS200001,입시보습학원,6
201810,1720,효령로40길,CS100009,커피음료,4
201810,1720,효령로40길,CS100008,제과점,0
201810,1720,효령로40길,CS100005,분식집,1
201810,1720,효령로40길,CS100004,양식집,4
201810,1719,효령로34길,CS300011,화장품,3
201810,1719,효령로34길,CS300010,문구점,0
201810,1719,효령로34길,CS300009,약국,2
201810,1719,효령로34길,CS300008,패션잡화,2
201810,1719,효령로34길,CS300007,의류점,3
